year,color,mileage,motor,shasi,body,Insurance,price
۱۳۹۹,سفید,۶۲٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۴۲۸٬۰۰۰٬۰۰۰ تومان
۱۳۸۴,نوک‌مدادی,۲۳۵٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۸ ماه,۲۱۷٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,مشکی,۲۷۶٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۱۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,نقره‌ای,۲۴۰٬۰۰۰,,سالم و پلمپ,دوررنگ,۱۱ ماه,۱۹۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۶,خاکستری,۱۹۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۲۳۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۰,سفید,۱۶۰٬۰۰۰,سالم,ضربه‌خورده,دوررنگ,۱۱ ماه,۲۱۶٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۱۴۰٬۰۰۰,سالم,,رنگ‌شدگی,۱۰ ماه,۳۴۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۵,سفید,۱۸۱٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۷ ماه,۳۳۷٬۰۰۰٬۰۰۰ تومان
۱۳۹۵,نوک‌مدادی,۹۰٬۰۰۰,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۳ ماه,۳۷۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۴,نقره‌ای,۲۰۴٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۷ ماه,۲۲۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۰,,,سالم و بی‌خط و خش,,۱۱۱٬۱۱۱٬۱۱۱ تومان
۱۴۰۰,سفید,۵۱٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,۴۲۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,نقره‌ای,۲۹۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,۱۸۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,نقره‌ای,۲۴۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۵ ماه,۱۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,نقره‌ای,۳۶۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,۲۳۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,سفید,۳۵۰٬۰۰۰,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۱۰ ماه,۲۲۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,قرمز,۷۷٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,۳۸۸٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,,۴۹۲٬۵۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۵۷٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۴۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۷,نقره‌ای,۱۳۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,۲۶۷٬۰۰۰٬۰۰۰ تومان
,,,,,,,
۱۳۸۹,سفید,۲۱۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,,۳۲۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۷,سفید,۳۰۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱۰ ماه,۲۴۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۵,نقره‌ای,۱۱۱٬۱۲۲,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۲ ماه,۱۹۹٬۰۰۰٬۰۰۰ تومان
۱۳۹۰,سفید,۳۲۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۹ ماه,۲۹۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۴,نقره‌ای,۳۵۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۵ ماه,۲۳۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۵,سفید,۱۲۷٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۳۴۳٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,نقره‌ای,۲۴۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۱۲ ماه,۱۶۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۴,خاکستری,۳۰۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۵ ماه,۲۲۹٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۸۶٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱۱ ماه,۳۶۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۴۸۷٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,سفید,۸٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,۱۱٬۱۱۱٬۱۱۱ تومان
۱۳۸۶,خاکستری,۲۲۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۱۹۴٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,خاکستری,۳۷۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱ ماه,۲۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۶۹٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱ ماه,۴۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۷,سفید,۱۰۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۳۷۴٬۰۰۰٬۰۰۰ تومان
۱۳۹۴,گیلاسی,۹۷٬۰۰۰,سالم,,خط و خش جزیی,,۳۷۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,خاکستری,۹٬۶۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۴۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۹۲٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,۳۴۲٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۳۴٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۷ ماه,۴۰۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,نوک‌مدادی,۵۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۴۱۸٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۶۴٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۸ ماه,۳۷۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,آلبالویی,۱۹۸٬۰۰۰,,سالم و پلمپ,رنگ‌شدگی,,۲۱۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,نوک‌مدادی,۱۷۲٬۰۰۰,سالم,,رنگ‌شدگی,۱۲ ماه,۲۵۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۱۳۵٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۴ ماه,۳۰۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,نقره‌ای,۴۰۰٬۰۰۰,نیاز به تعمیر,سالم و پلمپ,دوررنگ,۵ ماه,۲۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,مشکی,۱۵۴٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,۳۵۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,سفید,۳۲٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,۴۴۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۷,نوک‌مدادی,۴۰۰٬۰۰۰,,سالم و پلمپ,رنگ‌شدگی,,۲۵۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۵,سفید,۱۱۶٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۳۵۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,خاکستری,۴۶٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,۴۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۴,نوک‌مدادی,۲۵۸٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۶ ماه,۲۱۸٬۰۰۰٬۰۰۰ تومان
۱۳۸۴,خاکستری,۲۹۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۸ ماه,۱۸۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۳۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۲ ماه,۴۰۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,سفید,۱۵۰٬۰۰۰,سالم,ضربه‌خورده,تصادفی,۳ ماه,۱۲۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,خاکستری,۲۴۹٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱۰ ماه,۲۵۲٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,بژ,۴۰۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۴ ماه,۱۷۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۷۶٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,۳۷۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۵۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,۴۳۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۵,مشکی,۱۹۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۳۶۵٬۰۰۰٬۰۰۰ تومان
,,,,,,,
۱۳۹۱,مشکی,۱۶۸٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۴ ماه,۲۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,نوک‌مدادی,۲۴۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۸ ماه,۱۶۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۵,نوک‌مدادی,۱۲۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی، در ۲ ناحیه,۴ ماه,۱۱٬۱۱۱٬۱۱۱ تومان
۱۳۸۵,خاکستری,۱۶۲٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی، در ۲ ناحیه,۶ ماه,۲۵۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۵۹٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۴۰۸٬۰۰۰٬۰۰۰ تومان
۱۳۹۵,سفید,۵۹٬۰۰۰,,,خط و خش جزیی,,۳۷۹٬۰۰۰٬۰۰۰ تومان
۱۳۸۶,سفید,۳۰۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۹ ماه,۲۲۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۱۱۱٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱۰ ماه,۳۷۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۱۲۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۷ ماه,۳۶۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,سفید,۲۴۳٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱۱ ماه,۲۸۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۲۲٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۴۷۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۲,سفید,۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۱۱٬۱۱۱٬۱۱۱ تومان
۱۳۸۴,نوک‌مدادی,۴۰۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۷ ماه,۱۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۷,خاکستری,۹۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۲ ماه,۳۶۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,سفید,۱۸٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۴۵۸٬۸۰۰٬۰۰۰ تومان
۱۳۸۲,نقره‌ای,۲٬۲۲۲,سالم,سالم و پلمپ,دوررنگ,۵ ماه,۲۰۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۹۸٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۳۵۹٬۰۰۰٬۰۰۰ تومان
۱۳۸۶,سفید صدفی,۲۹۹٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱۱ ماه,۲۱۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,خاکستری,۳۲۳٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۵ ماه,۲۶۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,قرمز,۳۱۵٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۶ ماه,۱۸۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,خاکستری,۳۳٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۹ ماه,۴۰۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۶,خاکستری,۲۵۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱ ماه,۲۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,نوک‌مدادی,۱۴۶٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱۰ ماه,۳۰۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۶,خاکستری,۲۶۰٬۰۰۰,,سالم و پلمپ,رنگ‌شدگی,,۲۳۵٬۰۰۰٬۰۰۰ تومان
,,,,,,,
۱۳۹۶,سفید,۶۴٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,۳۶۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۱۱٬۱۱۱٬۱۱۱ تومان
۱۳۹۸,سفید,۷۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۴۰۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۵۵٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۷ ماه,۲۹۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,سفید,۱۸۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱۲ ماه,۲۷۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۱۲۱٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۹ ماه,۳۶۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۲٬۳۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,۵۰۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,مسی,۱۹۹٬۹۹۹,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۲۳۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۶۵۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۵۰۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۵,سفید,۱۱۲٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,,۳۶۸٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,بژ,۳٬۳۵۰,سالم,سالم و پلمپ,دوررنگ,۱۲ ماه,۱۰۱٬۰۱۰٬۱۰۱ تومان
۱۳۸۶,مشکی,۱۸۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,۲۶۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,سفید,۱۳٬۳۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۴۵۶٬۰۰۰٬۰۰۰ تومان
,,,,,,,
۱۳۸۸,خاکستری,۲۲۵٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱۲ ماه,۲۷۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۰,سفید,۲۰۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,۲۸۲٬۰۰۰٬۰۰۰ تومان
۱۳۹۷,سفید,۶۶٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,۳۷۷٬۰۰۰٬۰۰۰ تومان
۱۳۸۵,خاکستری,۲۵۸٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۲ ماه,۲۲۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,نوک‌مدادی,۲۵۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۴ ماه,۱۱۱٬۱۱۱٬۱۱۱ تومان
۱۳۸۷,مسی,۱۸۳٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱ ماه,۲۵۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۸٬۶۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱ ماه,۴۲۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,مشکی,۵۷٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۱۱٬۱۱۱٬۱۱۱ تومان
۱۳۹۶,سفید,۱۰۰٬۰۰۰,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۱۲ ماه,۳۴۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۵,مشکی,۹۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۹ ماه,۳۹۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,سفید,۲۱۱٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,۲۷۸٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,سفید,۲۰۵٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۲۵۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۱۴۴٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,۳۴۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۷,سفید,۷۲٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,۴۰۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,سفید,۱۷٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,۴۷۰٬۰۰۰٬۰۰۰ تومان
,,,,,,,
۱۳۸۲,مشکی,۱۸۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۲۸۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,سفید,۴۷۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۵ ماه,۱۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۱۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۹ ماه,۴۴۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۱۵٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱۰ ماه,۴۲۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۵,نقره‌ای,۲۴۵٬۰۰۰,سالم,,رنگ‌شدگی,۱۲ ماه,۲۳۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۷,سفید,۲۸۸٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۲ ماه,۲۳۶٬۰۰۰٬۰۰۰ تومان
۱۳۹۰,سفید,۲۷۷٬۰۰۰,سالم,,رنگ‌شدگی، در ۲ ناحیه,۸ ماه,۲۶۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,نقرآبی,۲۴۳٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۱۸۸٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,خاکستری,۲۰۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۹ ماه,۱۹۷٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۴۴٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,۴۲۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,نقره‌ای,۳۳۵٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۹ ماه,۱۸۸٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۱۵۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۹ ماه,۳۴۲٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۱۱٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,۴۸۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۵۰۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۷,سفید,۳۳۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۵ ماه,۲۳۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۶۴٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱۲ ماه,۳۹۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۶,نقره‌ای,۳۰۲٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۲۲۸٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,مشکی,۳۰۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۸ ماه,۱۹۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۵,سفید,۱۳۱٬۰۰۰,تعویض شده,سالم و پلمپ,رنگ‌شدگی,۸ ماه,۳۵۶٬۰۰۰٬۰۰۰ تومان
۱۳۹۱,سفید,۱۱۱٬۰۰۰,سالم,سالم و پلمپ,تمام‌رنگ,۸ ماه,۲۳۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۷,سفید,۷۲٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۸ ماه,۳۹۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,نقرآبی,۲۵۰٬۰۰۰,تعویض شده,سالم و پلمپ,رنگ‌شدگی,۱ ماه,۲۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۵,نقره‌ای,۳۲۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۸ ماه,۲۱۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,خاکستری,۲۶۵٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۱۱ ماه,۲۳۷٬۰۰۰٬۰۰۰ تومان
,,,,,,,
۱۳۸۹,نقره‌ای,۱۹۷٬۵۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۷ ماه,۲۵۲٬۰۰۰٬۰۰۰ تومان
۱۳۹۱,سفید,۱۷۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۳ ماه,۳۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۱۱۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۷ ماه,۳۶۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,مشکی,۳۰۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,,۲۵۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۷,نقرآبی,۲۷۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱۰ ماه,۲۲۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۷,نوک‌مدادی,۱۶۷٬۰۰۰,سالم,سالم و پلمپ,تصادفی,۴ ماه,۱۱٬۱۱۱٬۱۱۱ تومان
۱۳۹۰,آلبالویی,۲۵۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱۱ ماه,۳۲۹٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۷۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱ ماه,۳۴۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۱۲۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۴۰۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,مشکی,۳۸٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,۴۴۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,نقرآبی,۳۷۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,,۱۹۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,مشکی,۶۶٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,۴۳۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,نقره‌ای,۳۲۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۳ ماه,۱۷۷٬۰۰۰٬۰۰۰ تومان
۱۳۸۶,نقره‌ای,۳۸۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱ ماه,۲۴۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,سفید,۳۰۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۲ ماه,۲۶۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,نقره‌ای,۱۷۶٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,۲۶۸٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۹٬۸۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,۴۷۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۱,سفید,۳۰۰٬۰۰۰,,,رنگ‌شدگی، در ۲ ناحیه,۱۱ ماه,۲۸۰٬۰۰۰٬۰۰۰ تومان
,,,,,,,
۱۳۸۵,نوک‌مدادی,۲۷۵٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۷ ماه,۲۰۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۴,نقره‌ای,۳۱۲٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۴ ماه,۲۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,نقره‌ای,۲۷۵٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۸ ماه,۲۶۹٬۰۰۰٬۰۰۰ تومان
۱۳۸۷,نقره‌ای,۴۰۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۳ ماه,۲۲۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۳,خاکستری,۱۶۰٬۰۰۰,سالم,ضربه‌خورده,تمام‌رنگ,۶ ماه,۲۲۹٬۰۰۰٬۰۰۰ تومان
۱۳۸۴,نقره‌ای,۲۰۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۷ ماه,۲۴۵٬۰۰۰٬۰۰۰ تومان
